TOR201605080    false
TOR201605160    false
TOR201605170    false
TOR201605180    false
TOR201605270    true
TOR201605280    true
TOR201605290    true
TOR201605300    true
TOR201605310    true
TOR201606010    true
TOR201606090    true
TOR201606100    true
TOR201606110    true
TOR201606120    true
TOR201606130    true
TOR201606140    true
TOR201606210    true
TOR201606220    true
TOR201606300    true
TOR201607010    false
TOR201607020    true
TOR201607030    true
TOR201607040    true
TOR201607050    true
TOR201607060    true
TOR201607070    true
TOR201607080    false
TOR201607090    true
TOR201607100    true
TOR201607220    true
TOR201607230    true
TOR201607240    true
TOR201607250    true
TOR201607260    true
TOR201607270    true
TOR201607290    true
TOR201607300    true
TOR201607310    false
TOR201608080    true
TOR201608090    true
TOR201608100    true
TOR201608120    true
TOR201608130    false
TOR201608140    true
TOR201608230    true
TOR201608240    true
TOR201608250    false
TOR201608260    true
TOR201608270    true
TOR201608280    true
TOR201609090    true
TOR201609100    true
TOR201609110    true
TOR201609120    true
TOR201609130    true
TOR201609140    true
TOR201609230    false
TOR201609240    true
TOR201609250    true
TOR201609260    false
TOR201609270    true
TOR201609280    true
TOR201609290    false
TOR201504130    false
TOR201504140    false
TOR201504150    false
TOR201504160    false
TOR201504170    false
TOR201504180    false
TOR201504190    false
TOR201504210    false
TOR201504220    false
TOR201504230    false
TOR201505040    false
TOR201505050    false
TOR201505060    true
TOR201505080    true
TOR201505090    true
TOR201505100    false
TOR201505180    true
TOR201505190    false
TOR201505200    false
TOR201505210    false
TOR201505220    false
TOR201505230    true
TOR201505240    true
TOR201505250    true
TOR201505260    true
TOR201505270    true
TOR201506050    true
TOR201506060    true
TOR201506070    true
TOR201506080    false
TOR201506090    true
TOR201506100    false
TOR201506170    true
TOR201506180    false
TOR201506190    true
TOR201506200    true
TOR201506210    true
TOR201506260    true
TOR201506270    false
TOR201506280    false
TOR201506290    true
TOR201506300    false
TOR201507010    true
TOR201507020    true
TOR201507170    true
TOR201507180    true
TOR201507190    true
TOR201507280    true
TOR201507290    true
TOR201507300    true
TOR201507310    true
TOR201508010    true
TOR201508020    true
TOR201508030    true
