TOR201903280    false
TOR201903290    false
TOR201903300    false
TOR201903310    false
TOR201904010    false
TOR201904020    false
TOR201904030    false
TOR201904120    false
TOR201904130    false
TOR201904140    false
TOR201904230    false
TOR201904240    false
TOR201904260    false
TOR201904270    false
TOR201904280    false
TOR201905060    false
TOR201905070    false
TOR201905080    false
TOR201905100    false
TOR201905110    false
TOR201905120    false
TOR201905200    false
TOR201905210    false
TOR201905220    false
TOR201905230    false
TOR201905240    false
TOR201905250    false
TOR201905260    false
TOR201906040    false
TOR201906050    false
TOR201906060    true
TOR201906070    true
TOR201906080    true
TOR201906090    true
TOR201906170    true
TOR201906180    true
TOR201906190    true
TOR201906200    false
TOR201906280    false
TOR201906290    true
TOR201906300    true
TOR201907010    true
TOR201907020    true
TOR201907030    true
TOR201907040    true
TOR201907050    false
TOR201907060    false
TOR201907070    true
TOR201907220    false
TOR201907230    true
TOR201907240    true
TOR201907260    true
TOR201907270    false
TOR201907280    false
TOR201908080    true
TOR201908090    true
TOR201908100    true
TOR201908110    true
TOR201908120    false
TOR201908130    true
TOR201908140    true
TOR201908160    true
TOR201908170    false
TOR201908180    true
TOR201908270    false
TOR201908280    true
TOR201908300    true
TOR201908310    true
TOR201909010    false
TOR201909100    true
TOR201909110    false
TOR201909120    true
TOR201909130    false
TOR201909140    true
TOR201909150    false
TOR201909230    false
TOR201909240    true
TOR201909250    true
TOR201909270    false
TOR201909280    true
TOR201909290    true
TOR201803290    false
TOR201803300    false
TOR201803310    false
TOR201804010    false
TOR201804020    false
TOR201804030    false
TOR201804040    false
TOR201804171    false
TOR201804172    false
TOR201804180    false
TOR201804240    false
TOR201804250    false
TOR201804260    false
TOR201804270    false
TOR201804280    false
TOR201804290    false
TOR201805080    false
TOR201805090    true
TOR201805100    false
TOR201805110    false
TOR201805120    false
TOR201805130    true
TOR201805170    true
TOR201805180    false
TOR201805190    false
TOR201805200    true
TOR201805220    false
TOR201805230    true
TOR201805240    true
TOR201806050    false
TOR201806060    true
TOR201806070    true
TOR201806080    true
TOR201806090    true
TOR201806100    true
TOR201806150    true
TOR201806160    true
TOR201806170    true
TOR201806190    true
TOR201806200    true
TOR201806290    true
TOR201806300    false
TOR201807010    false
TOR201807020    false
TOR201807030    true
TOR201807040    true
TOR201807060    true
TOR201807070    true
TOR201807080    true
TOR201807200    true
TOR201807210    true
TOR201807220    false
TOR201807230    false
TOR201807240    false
TOR201807250    true
TOR201808070    true
TOR201808080    false
TOR201808090    false
TOR201808100    true
TOR201808110    true
TOR201808120    true
TOR201808200    true
TOR201808210    false
TOR201808220    true
TOR201808240    true
TOR201808250    false
TOR201808260    true
TOR201809030    true
TOR201809040    true
TOR201809050    false
TOR201809060    true
TOR201809070    true
TOR201809080    true
TOR201809090    false
TOR201809200    false
TOR201809210    true
TOR201809220    true
TOR201809230    true
TOR201809240    false
TOR201809250    false
TOR201809260    true
TOR201704110    false
TOR201704120    false
TOR201704130    false
TOR201704140    false
TOR201704150    false
TOR201704160    false
TOR201704180    false
TOR201704190    false
TOR201704200    false
TOR201704280    false
TOR201704290    false
TOR201704300    false
TOR201705080    false
TOR201705090    false
TOR201705100    false
TOR201705110    false
TOR201705120    false
TOR201705130    false
TOR201705140    false
TOR201705150    false
TOR201705160    false
TOR201705260    false
TOR201705270    false
TOR201705280    true
TOR201705290    false
TOR201705300    false
TOR201705310    false
TOR201706010    true
TOR201706020    true
TOR201706030    true
TOR201706040    false
TOR201706130    true
TOR201706140    true
TOR201706160    true
TOR201706170    true
TOR201706180    false
TOR201706270    true
TOR201706280    true
TOR201706290    false
TOR201706300    true
TOR201707010    true
TOR201707020    true
TOR201707060    true
TOR201707070    false
TOR201707080    true
TOR201707090    true
TOR201707240    true
TOR201707250    true
TOR201707260    false
TOR201707270    true
TOR201707280    true
TOR201707290    true
TOR201707300    true
TOR201708080    true
TOR201708090    true
TOR201708100    true
TOR201708110    false
TOR201708120    false
TOR201708130    true
TOR201708140    true
TOR201708150    true
TOR201708160    true
TOR201708170    false
TOR201708250    true
TOR201708260    true
TOR201708270    true
TOR201708280    true
TOR201708290    true
TOR201708300    false
TOR201709080    true
TOR201709090    true
TOR201709100    true
TOR201709110    true
TOR201709120    true
TOR201709130    true
TOR201709190    true
TOR201709200    true
TOR201709210    true
TOR201709220    true
TOR201709230    true
TOR201709240    true
TOR201604080    false
TOR201604090    false
TOR201604100    false
TOR201604120    false
TOR201604130    false
TOR201604140    false
TOR201604220    false
TOR201604230    false
TOR201604240    false
TOR201604250    false
TOR201604260    false
TOR201604270    false
TOR201605020    false
TOR201605030    false
TOR201605040    false
TOR201605050    false
TOR201605060    false
TOR201605070    false
